0.topic, 1.topic, 2.topic, 3.topic, 4.topic, 5.topic, 6.topic, 7.topic, 8.topic, 9.topic, 10.topic, 11.topic, 12.topic, 13.topic, 14.topic, class
0.001,0,0,0,0,0,0,0.001,0.134,0,0,0,0,0,0,korku
0.025,0.002,0,0.002,0.007,0.003,0,0.001,0.134,0,0,0,0.004,0,0,korku
0,0.038,0,0.001,0,0,0,0,0,0,0,0,0,0,0,korku
0.001,0,0,0,0,0,0,0.001,0.134,0.004,0,0,0,0,0,korku
0.001,0,0.001,0,0,0,0,0.001,0.134,0.008,0,0,0.004,0,0,korku
0.001,0,0,0,0,0,0,0.001,0.134,0,0,0,0,0,0,korku
0.001,0,0,0,0.012,0,0,0.001,0.134,0,0,0,0,0,0,korku
0.002,0,0,0,0,0,0,0.002,0.268,0,0,0,0,0,0,korku
0.001,0,0,0,0,0,0,0.001,0.134,0,0,0,0,0,0,korku
0.001,0,0,0,0,0,0,0.001,0.134,0,0,0,0,0,0,korku
0.005,0,0,0,0,0,0,0.001,0.134,0,0,0,0,0,0,korku
0.006,0.014,0,0,0.002,0,0,0,0,0,0,0,0,0,0.005,korku
0.006,0.015,0,0,0.002,0,0,0,0,0,0,0,0,0,0.005,korku
0.007,0.014,0,0,0.002,0,0,0,0,0,0,0,0,0,0.005,korku
0.006,0.014,0,0,0.005,0,0,0,0,0,0,0,0,0,0.005,korku
0.006,0.014,0,0,0.002,0,0,0,0,0,0,0,0,0,0.005,korku
0.006,0.014,0,0,0.002,0,0,0,0,0,0,0,0,0,0.005,korku
0.006,0.016,0,0,0.002,0.003,0,0.004,0,0,0,0,0,0,0.005,korku
0.006,0.015,0.002,0,0.002,0,0.001,0.019,0,0.042,0,0,0,0,0.005,korku
0.003,0,0.011,0.001,0,0.004,0.176,0,0.004,0,0.008,0,0.006,0.013,0,korku
0.003,0,0.011,0.001,0,0.004,0.176,0,0.004,0,0.008,0,0.006,0.013,0,korku
0.005,0.003,0.018,0.001,0,0.004,0.176,0,0.02,0,0.015,0,0.006,0.013,0,korku
0.003,0,0.011,0.005,0,0.022,0.176,0,0.005,0,0.008,0,0.006,0.038000000000000006,0,korku
0.009000000000000001,0.004,0.011,0.003,0,0.007,0.176,0,0.004,0.004,0.008,0.004,0.006,0.013,0,korku
0.004,0.002,0.076,0.001,0,0.004,0.176,0,0.005,0,0.008,0,0.006,0.013,0,korku
0.003,0,0.064,0.003,0,0.004,0.176,0,0.004,0,0.008,0,0.006,0.013,0,korku
0.015,0.011,0.089,0.008,0.135,0.065,0.266,0.019,0.006,0,0.036000000000000004,0.015,0.007,0.015,0,korku
0.003,0,0.011,0.006,0,0.004,0.176,0,0.004,0,0.008,0,0.006,0.013,0,korku
0.006,0.02,0.08399999999999999,0.005,0.001,0.057,0,0,0,0,0.023,0.014,0,0.012,0,korku
0.002,0.01,0.073,0.004,0,0.014,0,0,0,0,0,0,0,0.012,0,korku
0,0.013000000000000001,0.079,0.001,0,0.004,0,0,0,0,0.014,0.004,0,0.012,0,korku
0.007,0.016,0.073,0.003,0.002,0,0.002,0,0,0,0,0,0,0.012,0,korku
0,0.01,0.073,0.001,0,0,0,0,0,0,0,0,0,0.012,0,korku
0.001,0.01,0.074,0.001,0,0,0,0,0,0,0,0,0,0.012,0,korku
0,0.01,0.139,0.003,0,0.003,0,0,0.011,0,0,0.011,0,0.012,0,korku
0,0.019,0.073,0.015,0,0,0.002,0,0,0,0,0.005,0,0.012,0,korku
0.004,0.01,0.148,0.004,0.134,0,0.002,0,0,0,0.001,0.001,0,0.013000000000000001,0,korku
0,0.01,0.073,0.001,0,0,0,0,0,0,0,0,0,0.012,0,korku
0,0.01,0.074,0.001,0,0,0,0,0,0,0,0,0,0.024,0,korku
0,0.01,0.076,0.001,0,0.003,0,0,0,0.008,0,0,0,0.012,0,korku
0.02,0.013000000000000001,0.02,0.004,0,0,0.003,0.006,0,0,0,0,0,0,0,korku
0.026,0.005,0.029,0.005,0,0.004,0.003,0.006,0.014,0,0,0,0.004,0.003,0,korku
0.034999999999999996,0.013000000000000001,0.026,0.005,0,0.004,0.003,0.006,0.014,0,0,0,0,0.003,0,korku
0.008,0.004,0.004,0.002,0.005,0.005,0.008,0.002,0.066,0,0,0.012,0,0,0.005,korku
0.014000000000000002,0.01,0.036000000000000004,0.001,0.139,0.005,0.008,0.002,0.066,0,0.001,0.001,0,0.001,0,korku
0,0.038,0,0.001,0,0,0,0,0,0,0,0,0,0,0,korku
0.008,0.004,0.004,0,0.005,0.005,0.002,0.002,0.066,0,0,0,0,0,0,korku
0.011,0.004,0.004,0.018,0.005,0.005,0.002,0.002,0.066,0,0,0,0,0,0,korku
0.002,0.001,0.131,0,0,0,0,0,0.003,0,0,0,0.02,0,0,korku
0.008,0.024,0.135,0,0.008,0,0.001,0,0.003,0,0,0,0,0,0,korku
0.002,0,0.131,0,0,0,0.009,0,0.003,0,0,0,0,0,0,korku
0.005,0,0.131,0,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.003,0,0.135,0,0.004,0,0,0,0.003,0,0,0,0,0,0,korku
0.002,0,0.136,0,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.011,0.017,0.134,0.002,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.008,0.024,0.004,0,0.008,0,0.001,0,0,0,0,0,0,0,0,korku
0.006,0.024,0.004,0,0.008,0,0.001,0,0,0,0,0,0,0,0,korku
0.013000000000000001,0.029000000000000005,0.011,0.001,0.008,0.004,0.001,0,0.014,0,0,0,0,0.003,0,korku
0.008,0.024,0.004,0,0.009000000000000001,0,0.09,0,0.002,0,0.004,0,0.005,0.011,0,korku
0.074,0.005,0,0.002,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0,0.002,0,0,0,0,0,0,0,0.11800000000000001,0,0,0,0,0,korku
0.074,0.008,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.001,0.004,0,0.011000000000000001,0,0,0.002,0,0,0.11800000000000001,0,0,0,0,0,korku
0,0.002,0,0,0,0,0,0,0,0.164,0,0,0,0,0,korku
0.001,0.008,0,0,0,0,0,0,0.093,0.18800000000000003,0,0,0,0,0,korku
0.001,0.002,0,0,0,0,0,0,0,0.16,0,0,0,0,0,korku
0.019,0.005,0.073,0.006,0,0,0.003,0.022,0,0,0.057,0,0.002,0,0,korku
0.022000000000000002,0.004,0,0.004,0.007,0.003,0,0,0,0.16,0,0,0.004,0,0,korku
0,0.005,0.003,0.003,0.002,0,0,0.004,0,0.20000000000000004,0,0,0,0,0,korku
0.089,0.013999999999999999,0.003,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.15799999999999997,0.018000000000000002,0,0.002,0,0,0,0,0.093,0.11800000000000001,0,0,0.002,0.028,0,korku
0.154,0.012,0,0,0.001,0,0,0,0,0.181,0,0,0.002,0.028,0,korku
0.08,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.087,0.008,0.005,0,0,0,0.002,0,0,0.049,0,0,0.001,0.014,0,korku
0.08,0.005,0.002,0,0,0,0,0,0.001,0.049,0,0.002,0.126,0.014,0,korku
0.015,0.007,0.005,0.002,0,0.011,0.008,0,0.014,0.005,0,0,0,0,0,korku
0.015,0.007,0.005,0.002,0,0.011,0.008,0,0.014,0.005,0,0,0,0,0,korku
0.018000000000000002,0.007,0.005,0.002,0,0.011,0.008,0,0.014,0.005,0,0,0,0,0,korku
0,0.01,0.126,0.003,0,0,0,0,0,0,0,0,0,0.012,0,korku
0,0.01,0.126,0.003,0,0,0,0,0,0,0,0,0,0.012,0,korku
0.001,0.011,0.18,0.012,0,0,0,0,0,0,0,0,0.004,0.012,0.027,korku
0,0.01,0.126,0.003,0,0,0,0,0,0,0,0,0,0.012,0,korku
0.079,0.005,0.011,0.001,0,0.004,0.272,0,0.006,0.049,0.012,0,0.012,0.038,0,korku
0.020999999999999998,0.003,0.08399999999999999,0.007,0,0.004,0.09,0.006,0.002,0,0.004,0,0.001,0.002,0,korku
0,0.01,0.179,0.005,0,0,0,0,0,0,0,0,0,0.012,0,korku
0.009999999999999998,0.013000000000000001,0.005,0.002,0,0.011,0.008,0,0.107,0.025,0,0,0,0,0,korku
0.009,0.007,0.006,0.002,0,0.011,0.017,0,0.014,0.005,0,0,0,0,0,korku
0.004,0.008,0.011,0.001,0,0.004,0.21200000000000002,0,0.004,0.004,0.008,0,0.007,0.013,0,korku
0.008,0.001,0.004,0.001,0,0.004,0,0.001,0.17600000000000002,0,0,0,0,0.003,0,korku
0.08199999999999999,0.006,0.003,0.001,0,0.004,0,0.001,0.14800000000000002,0.049,0,0,0.001,0.017,0,korku
0.009,0.017,0.078,0.003,0,0.011,0.008,0,0.014,0.005,0,0,0,0.012,0,korku
0.078,0.011,0,0,0,0,0,0,0.093,0.069,0,0,0.001,0.014,0,korku
0.001,0.008,0,0,0,0,0,0,0.093,0.10300000000000001,0,0,0,0,0,korku
0.007,0,0,0,0,0,0,0.001,0.134,0,0,0,0,0,0,korku
0.001,0,0,0,0,0.012,0,0.001,0.14100000000000001,0,0,0,0,0.061000000000000006,0,korku
0.016,0.012,0.015,0.001,0,0.013,0.176,0,0.011000000000000001,0,0.008,0,0.006,0.065,0,korku
0.019,0.013000000000000001,0.098,0.005,0,0,0.003,0.006,0,0,0,0,0,0.012,0,korku
0.01,0.004,0.011,0.003,0,0.007,0.183,0,0.004,0.004,0.008,0.004,0.006,0.013,0,korku
0.009,0.007,0.005,0.002,0,0.011,0.008,0,0.014,0.061,0.002,0,0,0,0,korku
0.009999999999999998,0.007,0.005,0.002,0.001,0.011,0.008,0,0.014,0.005,0,0,0,0,0,korku
0.023,0.011,0.005,0.002,0.001,0.017,0.008,0,0.015,0.005,0,0.098,0.023,0.001,0,korku
0.009,0.007,0.013999999999999999,0.002,0,0.023,0.008,0,0.025,0.005,0,0,0,0.052000000000000005,0,korku
0.009,0.007,0.057999999999999996,0.008,0,0.011,0.01,0,0.014,0.005,0,0,0.004,0,0,korku
0.013,0.007,0.057999999999999996,0.004,0,0.011,0.008,0,0.014,0.005,0,0,0,0,0,korku
0,0.01,0.078,0.003,0,0,0,0,0,0,0,0,0,0.012,0,korku
0.001,0.044,0,0.001,0,0,0,0,0.093,0.02,0,0,0,0,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.006,0.024,0.004,0,0.008,0,0.001,0,0,0,0,0,0,0,0,korku
0,0.01,0.179,0.005,0,0,0,0,0,0,0,0,0,0.012,0,korku
0.006,0.014,0.126,0.005,0,0.003,0,0,0,0.004,0,0.004,0,0.012,0,korku
0,0.038,0,0.001,0,0,0,0,0.006,0,0,0,0,0.027,0,korku
0.02,0.013000000000000001,0.097,0.005,0,0,0.003,0.006,0,0,0,0,0,0.012,0,korku
0,0.01,0.073,0.001,0,0,0,0,0,0,0,0,0,0.012,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.006,0.034,0.013000000000000001,0.004,0.001,0.125,0.002,0,0,0,0.023,0.014,0,0,0,korku
0,0.021,0.001,0,0,0.068,0,0,0,0,0,0,0,0.011,0,korku
0.007,0.024,0.004,0,0.008,0,0.001,0,0,0,0,0,0,0.009,0,korku
0.006,0.024,0.004,0,0.011,0,0.001,0,0,0,0,0,0,0,0,korku
0.007,0.027,0.009000000000000001,0,0.008,0,0.003,0,0,0,0,0,0,0,0,korku
0.006,0.026000000000000002,0.004,0,0.008,0,0.001,0,0,0,0,0,0.004,0,0,korku
0.006,0.024,0.004,0,0.008,0,0.001,0,0,0,0,0,0,0,0,korku
0.006,0.024,0.004,0,0.008,0,0.001,0,0,0,0,0,0,0,0,korku
0.019,0.006,0.02,0.004,0,0,0.003,0.006,0.004,0,0.007,0,0,0,0,korku
0.04,0.008,0.02,0.006,0.007,0.003,0.003,0.006,0,0,0,0,0.004,0,0,korku
0.02,0.005,0.02,0.006,0,0,0.003,0.006,0,0,0,0,0,0,0,korku
0.022,0.004,0.02,0.004,0,0,0.003,0.006,0,0,0,0,0,0,0,korku
0.019,0.006,0.025,0.007,0.002,0,0.003,0.01,0,0.024,0,0,0,0,0,korku
0.02,0.003,0.02,0.004,0,0,0.003,0.006,0,0,0,0,0,0,0,korku
0.003,0,0.011,0.001,0,0.004,0.176,0,0.004,0,0.008,0,0.006,0.013,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.057,0,0,0.001,0.014,0,korku
0.082,0.017,0.006,0.004,0,0,0,0.008,0,0.049,0.008,0,0.001,0.014,0,korku
0,0.039,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,korku
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,korku
0.001,0.038,0,0.001,0,0,0,0,0,0,0,0,0,0,0,korku
0,0.038,0,0.001,0,0,0,0,0,0,0,0,0,0,0,korku
0.004,0.046,0.003,0.003,0,0,0,0.004,0,0,0.004,0,0,0,0,korku
0,0.038,0,0.001,0,0,0,0,0.007,0,0,0,0,0,0,korku
0,0.039,0,0.021,0.004,0,0,0,0,0,0,0,0,0,0,korku
0,0.038,0,0.001,0,0,0,0,0,0,0,0,0,0,0,korku
0,0.038,0.009,0.001,0,0.003,0,0,0.004,0,0,0,0,0,0,korku
0,0.038,0,0.001,0,0,0,0,0,0,0,0,0,0,0,korku
0,0.038,0,0.001,0,0,0,0,0,0,0,0,0,0,0,korku
0.009999999999999998,0.025,0.003,0,0,0,0,0,0.093,0.02,0,0,0,0,0,korku
0,0.006,0,0,0,0,0,0,0,0.083,0,0,0,0,0,korku
0,0.005,0.003,0.003,0.002,0,0,0.004,0,0.115,0,0,0,0,0,korku
0.004,0.002,0,0,0,0,0,0,0,0.125,0,0,0,0,0,korku
0.076,0.017,0,0,0,0,0,0,0.186,0.089,0,0,0.001,0.014,0,korku
0.009000000000000001,0.014,0.001,0.002,0.009000000000000001,0,0,0,0,0,0,0,0,0,0.005,korku
0.001,0.023000000000000007,0,0,0,0,0,0,0.093,0.10300000000000001,0,0,0,0,0,korku
0.005,0,0.131,0.002,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.002,0,0.131,0,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.002,0,0.132,0,0,0,0,0,0.003,0,0,0.004,0,0,0,korku
0.008,0.004,0.131,0.006,0,0.003,0,0,0.003,0.004,0,0.004,0,0,0,korku
0.002,0,0.131,0,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.006,0.006,0.134,0.002,0,0,0,0.004,0.003,0,0.004,0,0,0,0,korku
0.002,0,0.135,0,0,0,0.005,0,0.003,0,0,0,0,0,0,korku
0.002,0,0.131,0,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.002,0,0.131,0,0,0,0,0,0.003,0,0,0,0,0,0,korku
0,0.021,0,0,0,0.068,0,0,0,0,0,0,0,0,0,korku
0,0.023,0,0,0,0.068,0,0,0,0,0,0,0,0,0,korku
0,0.026000000000000002,0,0,0,0.068,0,0,0,0,0,0,0,0,0,korku
0.019,0.024,0.02,0.004,0,0.068,0.003,0.006,0,0,0,0,0,0,0,korku
0,0.021,0,0,0,0.068,0,0,0,0,0,0,0,0,0,korku
0,0.031,0,0,0,0.068,0,0,0,0,0,0,0,0,0,korku
0.074,0.006,0,0,0,0,0.009,0,0,0.049,0,0,0.001,0.014,0,korku
0.076,0.005,0,0.004,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.076,0.005,0,0,0.016,0,0,0,0,0.049,0,0.007,0.001,0.014,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.076,0.005,0,0.001,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.079,0.005,0,0,0.002,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.074,0.005,0,0.004,0,0,0,0,0,0.087,0,0,0.001,0.014,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.01,0.01,0.004,0,0.005,0.005,0.01,0.002,0.159,0.02,0,0,0,0,0,korku
0.009000000000000001,0.02,0.004,0,0.005,0.005,0.002,0.002,0.159,0.02,0,0,0,0,0,korku
0.009000000000000001,0.013000000000000001,0.006,0,0.005,0.005,0.002,0.002,0.166,0.02,0,0.011,0,0,0,korku
0.08299999999999999,0.015,0.004,0,0.005,0.005,0.002,0.002,0.17700000000000002,0.069,0,0,0.001,0.014,0,korku
0.013000000000000001,0.007,0.005,0,0.005,0.005,0.004,0.002,0.066,0,0,0,0.004,0,0,korku
0,0.038,0,0.001,0,0,0,0,0,0,0,0,0,0,0,korku
0.009000000000000001,0.01,0.004,0,0.005,0.005,0.002,0.002,0.159,0.02,0,0,0,0,0,korku
0.032,0.012,0.005,0.011,0.018000000000000002,0.011,0.002,0.002,0.159,0.02,0,0.004,0.008,0,0.045,korku
0.013000000000000001,0.013000000000000001,0.005,0,0.005,0.005,0.002,0.002,0.159,0.02,0,0,0,0,0,korku
0.009000000000000001,0.01,0.004,0,0.005,0.005,0.002,0.002,0.159,0.02,0,0,0,0,0,korku
0.009000000000000001,0.012,0.004,0,0.005,0.005,0.002,0.002,0.159,0.02,0,0,0,0,0,korku
0.009000000000000001,0.011,0.006,0,0.005,0.005,0.003,0.020999999999999998,0.159,0.02,0,0,0,0,0,korku
0.009000000000000001,0.014,0.005,0,0.005,0.005,0.002,0.002,0.159,0.02,0,0,0,0,0,korku
0.009000000000000001,0.01,0.004,0,0.005,0.005,0.002,0.002,0.159,0.02,0,0,0,0,0,korku
0.009000000000000001,0.01,0.004,0,0.005,0.005,0.002,0.002,0.159,0.02,0,0,0,0,0,korku
0.018000000000000002,0.030000000000000006,0.009000000000000001,0,0.005,0.011,0.003,0.020999999999999998,0.159,0.02,0,0,0,0.009,0,korku
0,0.038,0.021,0.002,0,0,0,0,0,0,0,0,0,0.001,0,korku
0.007,0.024,0.004,0,0.008,0,0.001,0,0,0,0,0,0,0,0,korku
0.006,0.024,0.004,0,0.008,0,0.001,0,0,0,0,0,0,0,0,korku
0.006,0.024,0.004,0,0.008,0,0.001,0,0,0,0,0,0,0,0,korku
0.008,0.024,0.004,0,0.026000000000000002,0,0.001,0,0,0,0,0.007,0,0,0,korku
0.015000000000000001,0.028,0.005,0.002,0.012,0.003,0.009999999999999998,0,0,0.008,0,0.004,0,0,0,korku
0.006,0.024,0.004,0,0.009000000000000001,0,0.001,0,0,0,0,0,0,0,0,korku
0.007,0.024,0.004,0,0.008,0,0.001,0,0,0.004,0,0,0,0,0,korku
0.027000000000000003,0.026000000000000002,0.004,0.002,0.015,0.003,0.001,0,0,0,0,0,0.004,0,0,korku
0.006,0.024,0.004,0,0.008,0,0.001,0,0,0,0,0,0,0,0,korku
0.009000000000000001,0.024,0.004,0,0.008,0,0.001,0,0,0,0,0,0,0,0,korku
0,0.01,0.073,0.001,0,0,0,0,0,0,0,0,0,0.012,0,korku
0,0.01,0.073,0.001,0,0,0,0,0,0,0,0,0,0.012,0,korku
0,0.01,0.126,0.003,0,0,0,0,0,0,0,0,0,0.012,0,korku
0,0.01,0.073,0.001,0,0,0,0,0,0,0,0,0,0.012,0,korku
0.074,0.015,0.073,0.001,0,0,0,0,0,0.049,0,0,0.001,0.026000000000000002,0,korku
0.074,0.015,0.094,0.002,0,0,0,0,0,0.049,0,0,0.001,0.027000000000000003,0,korku
0.074,0.021,0.076,0.004,0.002,0,0,0.004,0.004,0.07300000000000001,0,0,0.001,0.026000000000000002,0,korku
0.075,0.016,0.073,0.003,0,0,0.089,0,0.002,0.053000000000000005,0.004,0,0.006,0.037,0,korku
0.074,0.015,0.094,0.002,0,0,0,0,0,0.049,0,0,0.001,0.033,0,korku
0.002,0.001,0.131,0,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.003,0.01,0.133,0,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.002,0,0.138,0,0.007,0,0.003,0,0.003,0,0,0,0,0,0,korku
0.018000000000000002,0.031,0.08,0.004,0.001,0.057,0,0,0.188,0.04,0.023,0.014,0,0,0,korku
0.003,0.006,0.132,0,0,0,0,0,0.111,0.02,0,0,0,0,0,korku
0.002,0,0.131,0,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.011000000000000003,0.001,0.131,0,0.018000000000000002,0,0,0,0.003,0,0,0.007,0,0,0,korku
0.002,0,0.134,0.001,0,0.009,0,0,0.004,0,0,0,0,0.025,0,korku
0.002,0,0.131,0.009000000000000001,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.002,0,0.137,0,0.012,0,0,0,0.003,0,0,0,0,0,0,korku
0.003,0,0.131,0,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.005,0.007,0.131,0.002,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.019,0.003,0.02,0.004,0,0,0.003,0.006,0,0,0,0,0,0,0,korku
0,0.024,0.007,0,0,0.07200000000000001,0,0,0,0,0.014,0.004,0,0,0.009,korku
0.074,0.026000000000000002,0,0,0,0.068,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.019,0.003,0.02,0.004,0,0,0.003,0.006,0,0,0,0,0,0,0,korku
0,0.022000000000000002,0,0.011,0,0.068,0,0,0,0,0,0,0,0,0,korku
0,0.026000000000000002,0,0,0,0.068,0,0,0,0,0,0,0,0,0,korku
0,0.025,0,0,0,0.068,0,0,0,0,0,0,0,0,0,korku
0.008,0.026000000000000002,0.004,0,0.005,0.11400000000000002,0.002,0.002,0.066,0,0,0,0,0,0,korku
0,0.021,0,0,0,0.068,0,0,0,0,0,0,0,0,0,korku
0,0.021,0.005,0.004,0,0.08900000000000002,0,0,0,0,0,0,0,0,0,korku
0,0.023,0,0,0,0.068,0,0,0,0,0,0,0,0,0,korku
0.020999999999999998,0.024,0.028,0.004,0,0.068,0.003,0.006,0.004,0,0,0,0,0,0,korku
0,0.027,0.006,0.006,0.004,0.068,0,0.008,0,0.048,0,0,0,0,0,korku
0,0.031,0,0,0,0.068,0,0,0,0,0,0,0,0,0,korku
0,0.021,0,0,0,0.068,0,0,0,0,0,0,0,0,0,korku
0,0.021,0,0,0,0.068,0,0,0,0,0,0,0,0,0,korku
0,0.022000000000000002,0,0,0.003,0.068,0,0,0,0,0,0,0,0,0,korku
0,0.023,0,0,0,0.068,0,0,0,0,0,0,0,0,0,korku
0.002,0.021,0.012,0.001,0,0.07200000000000001,0.087,0.019,0.002,0,0.004,0,0.001,0.005,0,korku
0,0.026000000000000002,0,0,0,0.068,0,0,0,0,0,0,0,0,0,korku
0,0.027,0,0,0,0.068,0,0,0,0,0,0,0,0,0,korku
0,0.021,0,0,0,0.068,0,0,0,0,0,0,0,0,0,korku
0,0.021,0,0,0,0.07700000000000001,0,0,0,0,0,0,0,0,0,korku
0,0.021,0,0,0,0.068,0,0,0,0,0,0,0,0,0,korku
0.006,0.014,0,0,0.002,0,0,0,0,0,0,0,0,0,0.005,korku
0.01,0.014,0.002,0,0.018000000000000002,0,0,0,0,0,0,0.007,0,0,0.005,korku
0.008,0.02,0.001,0,0.002,0.003,0.004,0,0.004,0,0,0,0,0,0.005,korku
0.006,0.014,0,0,0.002,0,0,0,0,0,0,0,0,0,0.005,korku
0.006,0.014,0,0,0.002,0.012,0,0,0,0,0,0,0,0,0.005,korku
0.023,0.007,0.008,0.006,0.016,0.004,0.019,0,0,0,0,0,0,0.006,0.016,mutlu
0.023,0.009000000000000001,0.008,0.004,0.014,0.004,0.01,0,0,0,0,0,0,0.006,0.016,mutlu
0.023,0.007,0.008,0.004,0.079,0.004,0.01,0,0.008,0.001,0.003,0.021,0,0.006,0.016,mutlu
0.046,0.007,0.008,0.015,0.014,0.005,0.01,0,0,0,0,0.005,0,0.009000000000000001,0.018000000000000002,mutlu
0.069,0.007,0.009000000000000001,0.026,0.014,0.006,0.01,0,0,0,0,0.01,0,0.012,0.020000000000000004,mutlu
0.027,0,0,0.011,0.004,0.001,0.013,0,0,0,0,0.005,0,0.003,0.002,mutlu
0.023,0.007,0.008,0.004,0.014,0.004,0.01,0,0,0,0,0,0,0.006,0.016,mutlu
0.07400000000000001,0.014,0.016,0.019,0.028,0.009000000000000001,0.023,0,0,0,0,0.005,0,0.015000000000000001,0.039,mutlu
0.046,0.007,0.008,0.015,0.014,0.005,0.01,0,0,0,0,0.005,0,0.009000000000000001,0.018000000000000002,mutlu
0.047,0.014,0.016,0.008,0.029,0.008,0.024,0.002,0,0,0.144,0,0,0.012,0.033,mutlu
0.009000000000000001,0,0.003,0,0.135,0,0,0,0,0,0,0.008,0,0,0.001,mutlu
0.007,0,0.003,0,0.119,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.018,0,0,0.051,0.023,0,0,0.004,0,0.001,0,0,0.001,0.035,0.006,mutlu
0.029,0.003,0,0.002,0.007,0.003,0,0,0,0,0,0,0.004,0,0.064,mutlu
0.007,0,0.006,0,0.038,0,0.001,0,0,0,0.045,0.004,0.006,0,0.001,mutlu
0.019,0,0,0.051,0.023,0,0,0.004,0,0.001,0,0,0.001,0.035,0.006,mutlu
0.012,0,0.001,0,0.199,0,0.002,0,0.008,0.001,0.003,0.022000000000000002,0,0,0,mutlu
0,0,0.006,0,0.002,0,0,0.001,0,0,0.003,0.01,0,0.187,0,mutlu
0.007,0,0.003,0,0.119,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.023,0.007,0.008,0.004,0.014,0.004,0.01,0,0,0,0,0,0,0.006,0.016,mutlu
0.008,0.002,0.001,0,0.001,0.006,0,0,0,0,0,0,0.004,0,0.064,mutlu
0.007,0,0.003,0,0.119,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.027,0.001,0,0.051,0.023,0,0,0.004,0,0.001,0,0,0.001,0.035,0.07,mutlu
0.007,0,0.003,0,0.119,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.022,0.006,0.001,0.051,0.158,0,0.002,0.004,0,0.001,0.001,0.005,0.001,0.038000000000000006,0.006,mutlu
0.023,0.007,0.008,0.004,0.014,0.004,0.01,0,0,0,0,0,0,0.006,0.016,mutlu
0.021,0.002,0,0.002,0.007,0.003,0,0,0,0,0,0,0.004,0,0,mutlu
0,0,0,0,0.062,0,0,0,0.008,0.001,0.002,0.021,0,0,0,mutlu
0.015,0.006,0,0.002,0,0.003,0,0,0,0.012,0,0.004,0,0,0,mutlu
0.046,0.007,0.008,0.015,0.014,0.005,0.01,0,0,0,0,0.005,0,0.009000000000000001,0.018000000000000002,mutlu
0.023,0.007,0.008,0.004,0.014,0.004,0.01,0,0,0,0,0,0,0.006,0.016,mutlu
0.027,0.007,0.009000000000000001,0.004,0.20900000000000002,0.004,0.012,0,0.008,0.001,0.003,0.022000000000000002,0,0.006,0.016,mutlu
0.048,0.014,0.016,0.008,0.028,0.008,0.02,0,0,0,0,0,0,0.012,0.032,mutlu
0.014,0,0.006,0,0.238,0,0,0,0,0,0,0.002,0,0,0.002,mutlu
0,0.001,0.006,0,0.002,0,0.002,0.001,0,0,0.003,0.01,0,0.187,0,mutlu
0.021,0.002,0.006,0.002,0.009000000000000001,0.003,0,0.001,0,0,0.003,0.01,0.004,0.187,0,mutlu
0.012,0.01,0.018000000000000002,0.004,0.138,0.057,0.006,0.004,0,0.001,0.178,0.035,0,0.252,0.129,mutlu
0,0,0.006,0,0.002,0,0,0.002,0,0,0.008,0.02,0,0.246,0,mutlu
0.002,0,0.001,0,0.005,0,0.01,0.002,0,0,0.144,0,0,0,0.001,mutlu
