0.069,0,0.018000000000000002,0.028,0.01,0.018000000000000002,0,0,0.002,0.025,0,0,0,0,0,0.002,0,0,0,0,0,ekonomi
0,0,0.015,0,0.008,0.038,0,0,0,0.008,0.003,0,0,0,0,0.001,0,0,0,0,0,ekonomi
0.018,0.001,0.012,0,0.045,0.001,0,0,0,0.032,0,0,0.002,0,0.031,0,0,0,0,0,0,ekonomi
0.049,0.011,0,0.007,0.10400000000000001,0,0.005,0,0.015,0,0,0,0,0,0.012,0,0,0,0,0,0,ekonomi
0.025,0,0.069,0.039999999999999994,0.005,0.020999999999999998,0,0.016,0.003,0,0.035,0,0,0,0.019,0.001,0,0.007,0,0.006,0,ekonomi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.025,0,0.029,0.012,0.13899999999999998,0.020999999999999998,0.024,0.016,0.003,0,0,0.004,0,0,0.019,0.001,0,0.004,0,0,0,ekonomi
0.043,0.001,0.013,0,0,0.012,0,0.001,0.008,0,0.003,0.033,0,0,0,0.003,0.016,0,0,0.014,0,ekonomi
0.009,0.001,0.012,0.008,0.103,0.017,0.024,0,0,0.032,0,0.004,0.002,0,0.031,0,0,0,0,0,0,ekonomi
0,0,0,0.008,0.091,0,0.024,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,ekonomi
0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.044,0,0.005,0.028,0,0.011,0,0,0,0.016,0,0,0,0,0.005,0.002,0,0,0,0,0,ekonomi
0.028,0.005,0.04,0.004,0.005,0.020999999999999998,0,0.016,0.003,0,0,0,0,0,0.053000000000000005,0.001,0.005,0.004,0,0,0,ekonomi
0.007,0,0.011,0.036000000000000004,0.099,0.023,0.024,0,0,0.008,0.003,0.004,0,0,0.01,0.001,0,0,0,0,0,ekonomi
0.013999999999999999,0.006,0,0.004,0.087,0,0,0,0.013,0,0,0,0,0,0.012,0,0,0,0,0,0,ekonomi
0.041,0,0.006,0,0.008,0.028999999999999998,0,0,0,0.008,0.003,0.053,0,0,0.068,0.003,0,0.012,0,0.024,0,ekonomi
0.006,0,0.028,0.004,0.005,0.015,0,0.016,0.003,0,0,0,0,0,0.044,0.001,0,0.004,0,0,0,ekonomi
0.017,0,0.001,0.028,0.033,0.001,0,0,0,0,0,0,0,0,0.072,0,0,0,0,0,0,ekonomi
0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,ekonomi
0.065,0,0.004,0,0.007,0.014,0,0.007,0,0,0,0,0,0,0,0.002,0,0,0,0,0.008,ekonomi
0.006,0,0.028,0.012,0.096,0.015,0.024,0.016,0.003,0,0,0.004,0,0,0.019,0.001,0,0.004,0,0,0,ekonomi
0.005,0,0.001,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,ekonomi
0.026000000000000002,0,0,0.013,0.052000000000000005,0.001,0,0,0,0,0,0.101,0,0,0.16499999999999998,0,0,0,0,0,0,ekonomi
0.019,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,ekonomi
0.019,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.009,0.001,0.012,0,0.012,0.001,0,0,0,0.032,0,0,0.002,0,0.031,0,0,0,0,0,0,ekonomi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.033,0,0.017,0,0,0.006,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,ekonomi
0.003,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.009,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.028,0,0.001,0.008,0.112,0.008,0.049,0,0,0,0,0.004,0,0,0.072,0,0.028,0,0,0,0,ekonomi
0.017,0.001,0.012,0,0.012,0.002,0,0,0,0.032,0,0,0.002,0,0.115,0,0,0,0,0,0,ekonomi
0.039,0,0.051000000000000004,0.004,0.005,0.020999999999999998,0,0.016,0.003,0.002,0,0,0,0,0.019,0.003,0,0.004,0,0,0,ekonomi
0.08,0,0.004,0,0,0.006,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,ekonomi
0,0,0,0,0,0.004,0,0,0,0.001,0,0,0,0,0.005,0,0,0,0,0,0,ekonomi
0.006,0,0.028,0.012,0.096,0.045,0.024,0.016,0.003,0,0.045,0.004,0,0,0.019,0.001,0,0.004,0,0,0,ekonomi
0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,ekonomi
0.003,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.055999999999999994,0,0.013,0.008,0.091,0.046,0.03,0,0,0,0,0.004,0,0,0,0,0,0,0,0.023,0,ekonomi
0.006,0,0.028,0.004,0.005,0.015,0,0.016,0.003,0,0,0.013,0,0,0.02,0.001,0,0.012,0,0.004,0,ekonomi
0.001,0,0,0.008,0.091,0,0.024,0,0,0,0,0.004,0.026,0,0.086,0,0,0,0,0,0,ekonomi
0.032,0.006,0.003,0.034,0.10900000000000001,0.041999999999999996,0.005,0,0.013,0.008,0.003,0,0,0,0.012,0.001,0,0,0,0,0,ekonomi
0.022,0.005,0.012,0,0.027000000000000003,0.029,0,0,0,0.032,0,0.034,0.002,0,0.031,0,0.002,0,0,0,0,ekonomi
0.013999999999999999,0.001,0.012,0.008,0.109,0.001,0.024,0,0,0.032,0,0.02,0.002,0,0.031,0,0,0,0,0,0,ekonomi
0.003,0,0.035,0,0,0,0,0,0,0,0,0.076,0.001,0.004,0.01,0,0,0,0,0.002,0,ekonomi
0.035,0,0.001,0,0,0.018000000000000002,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0.003,0.012,ekonomi
0.019,0,0.028,0.004,0.043000000000000003,0.019,0,0.023,0.003,0.001,0,0,0,0,0.024,0.001,0,0.004,0,0,0.008,ekonomi
0,0,0,0.008,0.177,0.026,0.024,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,ekonomi
0.02,0.001,0.013000000000000001,0,0.012,0.002,0,0,0,0.032,0,0,0.002,0,0.099,0,0,0,0,0.003,0.012,ekonomi
0.005,0,0.001,0,0,0.03,0.025,0,0.141,0,0,0,0,0,0,0,0.028,0,0,0,0,ekonomi
0.045,0.029,0,0.003,0.01,0.001,0.003,0.007,0.002,0,0,0.034,0,0,0.068,0,0.079,0,0.022,0,0.011,ekonomi
0.014000000000000002,0,0.029,0.032,0.005,0.016,0,0.016,0.003,0,0,0,0,0,0.125,0.001,0.005,0.004,0,0,0,ekonomi
0.011,0,0,0,0.021,0.001,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,ekonomi
0.009000000000000001,0,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0.063,0,ekonomi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.009000000000000001,0,0.001,0.008,0.112,0,0.049,0,0,0,0,0.004,0,0,0.072,0,0.028,0,0,0,0,ekonomi
0.006,0,0.001,0.008,0.112,0,0.024,0,0,0,0,0.004,0,0,0,0,0,0,0,0.003,0.012,ekonomi
0.008,0,0,0,0,0.031,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,ekonomi
0.003,0,0,0,0.03,0.026,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,ekonomi
0.006,0,0.001,0.008,0.16999999999999998,0.005,0.024,0,0,0,0,0.004,0.026,0,0,0,0,0,0,0,0.038,ekonomi
0.001,0,0.003,0,0.008,0.022,0,0,0,0.008,0.003,0,0,0,0,0.001,0,0,0,0.023,0,ekonomi
0,0,0,0.008,0.134,0,0.024,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,ekonomi
0.046,0.006,0.012,0,0.049999999999999996,0.006,0,0.007,0,0,0,0,0,0,0.01,0.002,0,0,0,0,0.008,ekonomi
0.008,0,0,0.008,0.134,0,0.024,0,0,0,0,0.07200000000000001,0,0,0,0,0,0,0.018,0,0,ekonomi
0.001,0,0,0.008,0.134,0,0.024,0,0,0,0,0.031,0,0,0.072,0,0,0,0,0,0,ekonomi
0,0,0.002,0.008,0.134,0.012,0.024,0,0,0,0,0.004,0.026,0,0,0,0,0,0,0,0,ekonomi
0,0,0.014,0.004,0,0,0,0.002,0.014,0,0,0.053,0,0,0,0,0,0.012,0,0.002,0,ekonomi
0.019,0,0.001,0.008,0.091,0.006,0.024,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,ekonomi
0.032,0,0.001,0,0,0.007,0,0,0,0,0,0.019,0,0,0.068,0,0,0,0,0,0,ekonomi
0.004,0,0.001,0.008,0.112,0,0.049,0,0,0,0,0.004,0,0,0.072,0,0,0,0,0,0,ekonomi
0.008,0,0,0,0,0.020999999999999998,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,ekonomi
0.017,0.001,0.029,0,0.012,0.012,0,0,0,0.033,0,0,0.002,0,0.099,0,0,0,0,0,0,ekonomi
0,0,0.014,0.008,0.134,0,0.024,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,ekonomi
0.065,0,0.004,0,0.007,0.014,0,0.007,0,0,0,0,0,0,0,0.002,0,0,0,0,0.008,ekonomi
0.003,0,0.002,0.01,0.008,0.027,0,0,0,0.008,0.003,0,0,0,0.023,0.001,0,0,0,0,0,ekonomi
0.039,0,0.046000000000000006,0.004,0.072,0.020999999999999998,0,0.016,0.003,0.002,0,0,0,0,0.028999999999999998,0.003,0,0.004,0,0,0,ekonomi
0.024,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0.20400000000000001,0,0,0,0,0.024,0,ekonomi
0.022,0,0.011,0.008,0.129,0.001,0.031000000000000003,0,0,0.018,0,0.004,0,0,0.068,0,0,0,0,0,0,ekonomi
0.056,0.001,0.043,0.018000000000000002,0.103,0.013000000000000001,0.024,0,0,0.032,0,0.08,0.003,0.004,0.122,0.002,0,0,0,0.002,0,ekonomi
0.069,0.007,0.043,0.004,0.041999999999999996,0.015000000000000001,0,0,0.013,0.032,0,0,0.003,0.004,0.043,0.002,0,0,0,0.002,0,ekonomi
0.013000000000000001,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.068,0,0.028,0,0,0,0,ekonomi
0.045,0.008,0.002,0,0.037000000000000005,0.009000000000000001,0,0.001,0,0,0,0,0.016,0,0.068,0,0.028,0,0,0,0,ekonomi
0.06,0,0.057,0,0.033,0.014,0,0,0,0.001,0,0,0,0,0,0,0,0.003,0,0.031,0.005,ekonomi
0.003,0,0.017,0.004,0.008,0.022,0,0,0,0.019,0.003,0,0,0,0,0.001,0,0,0,0,0,ekonomi
0.005,0,0.002,0,0,0.012,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,ekonomi
0.006,0,0.032,0.004,0.021,0.059,0,0.016,0.003,0.016,0.006,0,0,0,0.019,0.003,0,0.004,0,0,0,ekonomi
0.027,0,0.029,0.004,0.005,0.016,0,0.016,0.003,0,0,0,0.008,0,0.11200000000000002,0.001,0,0.004,0,0,0,ekonomi
0.009,0.006,0.002,0,0.065,0.022,0,0,0,0.013000000000000001,0.003,0,0,0,0,0.001,0,0,0,0,0,ekonomi
0.022,0,0.002,0,0.041,0.022,0,0,0,0.008,0.003,0,0,0,0,0.001,0,0,0,0,0,ekonomi
0.013,0,0,0.008,0.208,0,0.024,0.007,0,0,0,0.004,0,0,0,0,0,0,0,0,0.008,ekonomi
0.019,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.008,0.003,0,0,0,0.001,0.01,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,ekonomi
0.019,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.004,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0.072,0,0,0,0,0,0,ekonomi
0.03,0,0,0,0.006,0.001,0,0,0,0,0,0.025,0,0,0.068,0,0,0,0,0,0,ekonomi
0,0,0,0.008,0.091,0,0.024,0,0,0,0,0.056999999999999995,0,0,0,0,0,0.012,0,0,0,ekonomi
0.008,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,ekonomi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,ekonomi
0.003,0,0.011,0,0,0,0,0,0,0,0,0.076,0,0,0,0,0,0,0,0,0,ekonomi
0.008,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,ekonomi
0.019,0,0.004,0,0.008,0.062,0,0,0,0.009000000000000001,0.003,0,0.008,0,0.005,0.001,0,0,0,0,0,ekonomi
0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.023,0,0.001,0.028,0.033,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.044,0.006,0,0.004,0.094,0,0,0,0.013,0,0,0,0,0.002,0.012,0,0,0,0,0,0,ekonomi
0.019,0.004,0.005,0.038,0.012,0.029,0,0,0,0,0,0.032,0,0,0.068,0,0,0,0,0.055,0,ekonomi
0.001,0,0.001,0,0,0,0.025,0,0,0,0,0,0,0,0.072,0,0,0,0,0,0,ekonomi
0.008,0,0,0,0,0.001,0,0,0,0,0,0,0.026,0,0.068,0,0,0,0,0,0,ekonomi
0.008,0,0,0,0,0.001,0,0,0.011,0,0,0,0,0,0.068,0.007,0,0,0,0,0,ekonomi
0.013999999999999999,0.006,0,0.004,0.072,0,0,0,0.013,0,0,0,0,0,0.012,0,0.002,0,0,0,0,ekonomi
0.03900000000000001,0,0.026,0,0,0.006,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,ekonomi
0.027,0.004,0,0,0.038,0.030000000000000002,0.005,0,0,0,0,0,0,0,0.136,0,0,0,0,0,0,ekonomi
0.006,0,0.012,0,0.01,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,ekonomi
0.022,0,0.012,0,0,0.006,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,ekonomi
0,0.004,0,0,0.024,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.040999999999999995,0.001,0.012,0,0.019,0.009000000000000001,0,0.007,0,0.032,0,0,0.002,0,0.031,0,0,0,0,0,0.008,ekonomi
0.015,0.006,0,0.004,0.063,0,0,0,0.013,0,0,0,0,0,0.08399999999999999,0,0,0,0,0,0,ekonomi
0,0,0,0,0.009,0,0,0,0.016,0.006,0.006,0,0,0,0,0,0.002,0,0,0,0,ekonomi
0.027999999999999997,0.001,0.013000000000000001,0.008,0.103,0.053,0.024,0,0,0.032,0,0.004,0.002,0,0.031,0,0,0,0,0,0,ekonomi
0.019,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.015,0.006,0,0.004,0.063,0,0,0,0.013,0,0,0,0,0,0.08399999999999999,0,0,0,0,0,0,ekonomi
0.009,0.001,0.012,0,0.012,0.001,0,0,0,0.032,0,0,0.002,0,0.031,0,0,0,0,0,0,ekonomi
0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.008,0,0,0,0,0.031,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,ekonomi
0.023,0,0.001,0.028,0.033,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.025,0,0.029,0.004,0.005,0.020999999999999998,0,0.016,0.003,0,0,0.014,0,0,0.019,0.001,0,0.004,0,0,0,ekonomi
0.001,0,0.001,0,0,0,0.025,0,0,0,0,0,0,0,0.072,0,0,0,0,0,0,ekonomi
0.065,0,0.004,0,0.007,0.014,0,0.007,0,0,0,0,0,0,0,0.002,0,0,0,0,0.008,ekonomi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.006,0,0.028,0.004,0.005,0.061,0,0.016,0.003,0,0,0,0,0,0.019,0.001,0,0.004,0,0,0,ekonomi
0.036000000000000004,0,0.015,0.002,0,0.025,0,0,0,0,0,0.076,0,0,0,0.002,0,0,0,0,0,ekonomi
0.009,0,0,0,0.033,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,ekonomi
0,0,0,0.008,0.091,0.03,0.024,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,ekonomi
0,0.013,0.002,0.002,0.023,0.019,0,0.011,0,0,0,0,0,0.003,0,0,0,0,0,0.024,0.038,ekonomi
0.013000000000000001,0,0.029,0.032,0.005,0.016,0,0.016,0.003,0,0.045,0,0,0,0.019,0.001,0,0.004,0,0,0,ekonomi
0.004,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0,0,0.001,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0,0,0,0.008,0.091,0,0.024,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,ekonomi
0.026,0,0,0,0.033,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,ekonomi
0.019,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.009,0.001,0.012,0,0.012,0.001,0,0,0,0.032,0,0,0.002,0,0.031,0,0.028,0,0,0,0,ekonomi
0.006,0,0.028,0.004,0.005,0.015,0,0.016,0.003,0,0,0,0,0,0.019,0.001,0,0.004,0,0,0,ekonomi
0.005,0,0,0,0,0,0.002,0,0,0.018,0,0,0,0,0,0,0.028,0,0,0,0,ekonomi
0.026000000000000002,0,0.029,0.039999999999999994,0.005,0.020999999999999998,0,0.016,0.003,0,0,0,0,0,0.091,0.001,0,0.004,0,0,0,ekonomi
0.033,0,0.004,0,0,0.006,0.003,0,0,0,0,0,0,0,0,0.002,0,0,0.022,0,0,ekonomi
0.001,0.006,0,0,0,0.03,0,0,0,0,0,0,0,0,0.072,0,0,0,0,0.024,0,ekonomi
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,ekonomi
0,0,0.003,0,0,0.026,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.005,ekonomi
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0,0,0,0,0,0,ekonomi
0,0.004,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.003,0,0.011,0.008,0.091,0,0.024,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,ekonomi
0.003,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.012,ekonomi
0.003,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,ekonomi
0,0,0.002,0,0.008,0.022,0,0,0,0.008,0.003,0,0,0,0,0.001,0,0,0,0,0,ekonomi
0.011,0,0,0,0.038,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.026,0,0,0,0.033,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,ekonomi
0.019,0,0,0.032,0.091,0.009000000000000001,0.024,0.048,0,0,0,0.007,0.01,0,0,0,0,0,0,0,0,ekonomi
0.039,0,0,0,0.007,0.008,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0.008,ekonomi
0.048,0,0.004,0.008,0.092,0.007,0.024,0,0,0,0,0.004,0,0,0.068,0.008,0,0,0,0,0,ekonomi
0.009,0,0,0,0.033,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.028,0,0,0,0.07100000000000001,0.011,0.005,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,ekonomi
0.008,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,ekonomi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.039,0,0.038000000000000006,0.004,0.005,0.020999999999999998,0,0.016,0.003,0.002,0.035,0,0,0,0.069,0.003,0,0.004,0,0,0,ekonomi
0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,ekonomi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.032,0.006,0,0.004,0.063,0,0,0,0.013,0,0,0,0,0,0.012,0,0.028,0,0,0,0,ekonomi
0.009000000000000001,0.006,0,0.014,0.054,0.005,0,0,0.013,0,0,0,0,0,0.107,0,0,0,0,0,0,ekonomi
0.003,0,0.011,0,0,0,0,0,0,0,0,0.076,0,0,0,0,0,0,0,0,0,ekonomi
0.04,0.013,0.034,0.045,0,0.013000000000000001,0,0.011,0,0.011,0,0.004,0,0.003,0,0.002,0,0,0,0,0,ekonomi
0.008,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,ekonomi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.027,0,0.001,0.03,0.07100000000000001,0.02,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0,0.003,0,0,0,0,0.01,0,0,0,0,0.047,0,0,0,0,0,0,0,0,0,ekonomi
0.024,0,0.001,0.008,0.091,0.006,0.024,0,0,0,0,0.05,0.026,0,0,0,0,0,0,0,0,ekonomi
0.065,0,0.004,0,0.007,0.014,0,0.007,0,0,0,0,0,0,0,0.002,0,0,0,0,0.008,ekonomi
0.051000000000000004,0.006,0,0.012,0.148,0.001,0.024,0,0.013,0,0,0.029,0,0,0.08,0,0,0,0,0,0,ekonomi
0.011,0,0.020999999999999998,0,0.038,0,0.05500000000000001,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.040999999999999995,0.006,0,0.004,0.063,0,0,0,0.013,0,0,0,0,0.002,0.012,0,0,0,0,0,0,ekonomi
0.012,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,ekonomi
0.024999999999999998,0.006,0,0.004,0.125,0,0.005,0,0.013,0,0,0,0,0,0.012,0,0,0,0,0,0,ekonomi
0,0.008,0.026000000000000002,0.014,0.009000000000000001,0.13,0.06,0,0,0.076,0.003,0,0.047,0.09100000000000001,0,0.055,0,0,0,0.01,0,ekonomi
0.017,0,0.001,0.028,0.033,0.001,0,0,0,0,0,0,0,0,0.072,0,0,0,0,0,0,ekonomi
0,0.007,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,ekonomi
0.017,0,0,0,0.033,0.031,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,ekonomi
0.038,0,0.008,0,0,0.012,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0.01,ekonomi
0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.032999999999999995,0.001,0.013000000000000001,0,0.012,0.007,0,0,0,0.032,0,0.019,0.002,0,0.031,0,0,0,0,0,0,ekonomi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.008,0.006,0,0.012,0.14200000000000002,0,0.024,0,0.013,0,0,0.004,0,0,0.012,0,0,0,0,0,0,ekonomi
0,0,0.001,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.039,0,0,0,0.027000000000000003,0.009000000000000001,0,0,0,0,0,0.025,0,0,0.068,0,0,0,0,0,0,ekonomi
0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0.016,0,0,0,0,0,0,ekonomi
0.019,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0,0,0.002,0,0.008,0.038,0,0,0,0.008,0.003,0,0,0,0,0.001,0,0,0,0,0,ekonomi
