0,0,0,0,0,0,0,0,0.104,0.242,0,0,0,0.448,0,0,0,0.004,0,0.004,0,0,0.012,0.012,0,0.012,0,0.012,0,0,0.012,0,0,0,0,0.008,0,0,0,0.004,0.008,0.012,0,0,0,0,0.012,0,0,0,kýzgýn
0.033,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0.003,0.003,0,0.003,0,0.003,0,0,0.003,0,0,0,0,0.002,0,0,0,0.001,0.002,0.003,0,0,0,0,0.003,0,0,0,kýzgýn
0.033,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0.003,0.003,0,0.003,0,0.003,0,0,0.003,0,0,0,0,0.002,0,0,0,0.001,0.002,0.003,0,0,0,0,0.003,0,0,0,kýzgýn
0,0.045,0,0,0.021,0,0,0.007,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0.003,0.003,0,0.003,0,0.003,0,0,0.003,0,0,0,0,0.002,0,0,0,0.001,0.002,0.003,0,0,0,0,0.003,0,0,0,kýzgýn
0,0,0,0,0,0,0,0,0,0.121,0,0,0,0,0,0,0,0.002,0,0.002,0,0,0.006,0.006,0,0.006,0,0.006,0,0,0.006,0,0,0,0.606,0.004,0,0,0,0.002,0.004,0.006,0,0,0,0,0.006,0,0,0,kýzgýn
0,0,0,0,0,0,0,0,0,0.146,0,0,0,0,0,0,0,0.002,0,0.002,0,0,0.006,0.006,0,0.006,0,0.006,0,0,0.006,0,0,0,0,0.004,0,0,0,0.002,0.004,0.006,0,0,0,0,0.006,0,0,0,kýzgýn
0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.002,0,0,0.006,0.006,0,0.006,0.785,0.006,0,0,0.006,0,0,0,0,0.004,0,0,0,0.002,0.004,0.006,0,0,0,0,0.006,0,0,0,kýzgýn
0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.002,0,0,0.006,0.006,0,0.006,0.785,0.006,0,0,0.006,0,0,0,0,0.004,0,0,0,0.002,0.004,0.006,0,0,0,0,0.006,0,0,0,kýzgýn
0.053,0,0,0,0,0,0.028,0,0,0.121,0,0,0,0,0,0,0,0.002,0,0.002,0,0,0.006,0.006,0,0.006,0,0.006,0,0,0.006,0,0,0,0,0.062,0,0,0,0.002,0.004,0.006,0,0,0,0,0.006,0,0,0,kýzgýn
0.053,0,0,0,0,0,0.489,0,0,0,0,0,0,0,0,0,0,0.003,0,0.003,0,0,0.009000000000000001,0.009000000000000001,0,0.009000000000000001,0,0.009000000000000001,0,0,0.009000000000000001,0,0,0,0,0.064,0,0,0,0.003,0.006,0.009000000000000001,0.006,0,0,0,0.009000000000000001,0,0,0,kýzgýn
0,0,0,0,0,0,0,0,0,0.121,0,0,0,0,0,0,0,0.002,0,0.002,0,0,0.006,0.006,0,0.006,0,0.006,0,0,0.006,0,0,0,0,0.004,0,0,0,0.002,0.004,0.006,0.246,0,0,0,0.006,0,0,0,kýzgýn
0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0.003,0.003,0,0.003,0,0.003,0,0,0.003,0,0,0,0,0.002,0,0,0,0.001,0.002,0.003,0,0,0,0,0.003,0,0,0,kýzgýn
0.009,0.045,0,0,0.021,0,0,0.007,0,0,0,0,0,0,0,0,0,0.003,0,0.003,0,0,0.009000000000000001,0.009000000000000001,0,0.009000000000000001,0,0.009000000000000001,0,0,0.009000000000000001,0,0,0,0,0.006,0,0,0,0.003,0.006,0.009000000000000001,0.246,0,0,0,0.009000000000000001,0,0,0,kýzgýn
0,0,0,0,0.052,0,0,0,0,0,0,0.338,0.004,0.553,0,0,0,0.004,0,0.004,0,0,0.012,0.012,0,0.012,0,0.012,0,0,0.012,0,0,0,0,0.008,0,0,0,0.004,0.008,0.012,0,0,0,0,0.012,0,0,0,kýzgýn
0,0,0,0,0.154,0,0,0,0,0,0,0,0,0.03,0,0,0,0.003,0,0.003,0,0,0.009000000000000001,0.009000000000000001,0,0.009000000000000001,0,0.009000000000000001,0,0,0.009000000000000001,0,0,0,0,0.006,0,0,0,0.003,0.006,0.009000000000000001,0,0,0,0,0.009000000000000001,0,0,0,kýzgýn
0,0,0,0,0,0,0,0,0,0.121,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0.003,0.003,0,0.003,0,0.003,0,0,0.003,0,0,0,0,0.002,0,0,0,0.001,0.002,0.003,0,0,0,0,0.003,0,0,0,kýzgýn
0,0,0,0,0.052,0,0,0,0,0,0,0,0,0.553,0,0,0,0.003,0,0.003,0,0,0.009000000000000001,0.009000000000000001,0,0.009000000000000001,0,0.009000000000000001,0,0,0.009000000000000001,0,0,0,0,0.006,0,0,0,0.003,0.006,0.009000000000000001,0,0,0,0,0.009000000000000001,0,0,0,kýzgýn
0.106,0,0,0,0,0,0.517,0,0,0,0,0,0,0,0,0,0,0.005,0,0.005,0,0,0.015,0.015,0,0.015,0,0.015,0,0,0.015,0,0,0,0.606,0.126,0,0,0,0.005,0.01,0.015,0.006,0,0,0,0.015,0,0,0,kýzgýn
0,0,0,0,0.052,0,0,0,0,0,0,0,0,0.553,0,0,0,0.003,0,0.003,0,0,0.009000000000000001,0.009000000000000001,0,0.009000000000000001,0,0.009000000000000001,0,0,0.009000000000000001,0,0,0,0,0.006,0,0,0,0.003,0.006,0.009000000000000001,0,0,0,0,0.009000000000000001,0,0,0,kýzgýn
0,0,0,0,0.236,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.002,0,0,0.006,0.006,0,0.006,0,0.006,0,0,0.006,0,0,0,0,0.004,0,0,0,0.002,0.004,0.006,0,0,0,0,0.006,0,0,0,kýzgýn
0.059,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0.002,0,0.002,0,0,0.006,0.006,0,0.006,0,0.006,0,0,0.006,0,0,0,0,0.062,0,0,0,0.002,0.004,0.006,0,0,0,0,0.006,0,0,0,kýzgýn
0.053,0,0,0,0,0,0.028,0,0,0.121,0,0,0,0,0,0,0,0.002,0,0.002,0,0,0.006,0.006,0,0.006,0,0.006,0,0,0.006,0,0,0,0,0.062,0,0,0,0.002,0.004,0.006,0,0,0,0,0.006,0,0,0,kýzgýn
0.053,0,0,0,0,0,0.326,0,0,0,0,0,0,0,0,0,0,0.002,0,0.002,0,0,0.006,0.006,0,0.006,0,0.006,0,0,0.006,0,0,0,0,0.062,0,0,0,0.002,0.004,0.006,0.006,0,0,0,0.006,0,0,0,kýzgýn
0,0,0,0,0.236,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0.003,0,0,0.009000000000000001,0.009000000000000001,0,0.009000000000000001,0,0.009000000000000001,0,0,0.009000000000000001,0,0,0,0,0.006,0,0,0,0.003,0.006,0.009000000000000001,0.246,0,0,0,0.009000000000000001,0,0,0,kýzgýn
0,0.045,0,0,0.021,0,0,0.007,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0.003,0.003,0,0.003,0,0.003,0,0,0.003,0,0,0,0,0.002,0,0,0,0.001,0.002,0.003,0,0,0,0,0.003,0,0,0,kýzgýn
0.053,0,0,0,0,0,0.028,0,0,0.137,0,0,0,0,0,0,0,0.002,0,0.002,0,0,0.006,0.006,0,0.006,0,0.006,0,0,0.006,0,0,0,0,0.062,0,0,0,0.002,0.004,0.006,0,0,0,0,0.006,0,0,0,kýzgýn
0,0.045,0,0,0.52,0,0,0.007,0,0,0,0,0,0,0,0,0,0.005,0,0.005,0,0,0.015,0.015,0,0.015,0,0.015,0,0,0.015,0,0,0,0,0.01,0,0,0,0.005,0.01,0.015,0,0,0,0,0.015,0,0,0,kýzgýn
0,0,0,0,0.289,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.002,0,0,0.006,0.006,0,0.006,0,0.006,0,0,0.006,0,0,0,0,0.004,0,0,0,0.002,0.004,0.006,0,0,0,0,0.006,0,0,0,kýzgýn
0.11499999999999999,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0.003,0,0,0.009000000000000001,0.009000000000000001,0,0.009000000000000001,0,0.009000000000000001,0,0,0.009000000000000001,0,0,0,0,0.006,0,0,0,0.003,0.006,0.009000000000000001,0,0,0,0,0.009000000000000001,0,0,0,kýzgýn
0,0.045,0,0,0.021,0,0,0.007,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0.003,0.003,0,0.003,0,0.003,0,0,0.003,0,0,0,0,0.002,0,0,0,0.001,0.002,0.003,0,0,0,0,0.003,0,0,0,kýzgýn
0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0.003,0.003,0,0.003,0,0.003,0,0,0.003,0,0,0,0,0.002,0,0,0,0.001,0.002,0.003,0,0,0,0,0.003,0,0,0,kýzgýn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0.003,0.003,0,0.003,0,0.003,0,0,0.003,0,0,0,0,0.002,0,0,0,0.001,0.002,0.003,0.275,0,0,0,0.003,0,0,0,kýzgýn
0,0.062,0,0,0.126,0,0,0.007,0,0,0,0,0,0,0,0,0,0.003,0,0.003,0,0,0.009000000000000001,0.009000000000000001,0,0.009000000000000001,0,0.009000000000000001,0,0,0.009000000000000001,0,0,0,0,0.006,0,0,0,0.003,0.006,0.009000000000000001,0,0,0,0,0.009000000000000001,0,0,0,kýzgýn
0,0,0,0,0.108,0,0,0,0.03,0,0,0,0,0,0,0,0,0.002,0,0.002,0,0,0.006,0.006,0,0.006,0,0.006,0,0,0.006,0,0,0,0,0.004,0,0,0,0.002,0.004,0.006,0,0,0,0,0.006,0,0,0,kýzgýn
0.04,0,0,0,0,0,0,0,0,0,0.094,0,0,0,0,0,0,0.003,0,0.003,0,0,0.009000000000000001,0.009000000000000001,0,0.009000000000000001,0,0.009000000000000001,0,0,0.009000000000000001,0,0,0,0,0.006,0,0,0,0.003,0.006,0.009000000000000001,0.275,0,0,0,0.009000000000000001,0,0,0,kýzgýn
0.04,0,0,0,0,0,0,0,0.028,0,0,0,0.052,0,0,0,0,0.003,0,0.003,0,0,0.009000000000000001,0.009000000000000001,0,0.009000000000000001,0,0.009000000000000001,0,0,0.009000000000000001,0,0,0,0,0.006,0,0,0,0.003,0.006,0.009000000000000001,0,0,0,0,0.009000000000000001,0,0,0,kýzgýn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kýzgýn
0.023,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.002,0,0.002,0,0,0.006,0.006,0,0.006,0,0.006,0,0,0.006,0,0,0,0,0.004,0,0,0,0.002,0.004,0.006,0,0,0,0,0.006,0,0,0,kýzgýn
0.046,0,0.023,0,0,0,0,0,0,0.137,0,0,0,0,0,0,0,0.004,0,0.004,0,0,0.012,0.012,0,0.012,0,0.012,0,0,0.012,0,0,0,0,0.008,0,0,0,0.004,0.008,0.012,0,0,0,0,0.012,0,0,0,kýzgýn
0.033,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0.003,0.003,0,0.003,0,0.003,0,0,0.003,0,0,0,0,0.002,0,0,0,0.001,0.002,0.003,0,0,0,0,0.003,0,0,0,kýzgýn
0,0.005,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.002,0,0,0.006,0.006,0,0.006,0,0.006,0,0,0.006,0,0,0,0,0.004,0,0,0,0.002,0.004,0.006,0,0,0,0,0.006,0,0,0,kýzgýn
0.033,0,0,0,0.017,0,0,0,0,0,0,0,0,0.448,0,0,0,0.002,0,0.002,0,0,0.006,0.006,0,0.006,0,0.006,0,0,0.006,0,0,0,0,0.004,0,0,0,0.002,0.004,0.006,0,0,0,0,0.006,0,0,0,kýzgýn
0.033,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0.003,0,0,0.009000000000000001,0.009000000000000001,0,0.009000000000000001,0,0.009000000000000001,0,0,0.009000000000000001,0,0,0,0,0.006,0,0,0,0.003,0.006,0.009000000000000001,0,0,0,0.058,0.009000000000000001,0,0,0,kýzgýn
0,0.045,0,0,0.021,0,0,0.007,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0.003,0.003,0,0.003,0,0.003,0,0,0.003,0,0,0,0,0.002,0,0,0,0.001,0.002,0.003,0,0,0,0,0.003,0,0,0,kýzgýn
0,0,0,0,0.289,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.002,0,0,0.006,0.006,0,0.006,0,0.006,0,0,0.006,0,0,0,0,0.004,0,0,0,0.002,0.004,0.006,0,0,0,0,0.006,0,0,0,kýzgýn
0,0,0,0,0.14200000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.002,0,0,0.006,0.006,0,0.006,0,0.006,0,0,0.006,0,0,0,0,0.004,0,0,0,0.002,0.004,0.006,0,0,0,0,0.006,0,0,0,kýzgýn
0.053,0,0,0,0,0,0.028,0,0,0.137,0,0,0,0,0,0,0,0.002,0,0.002,0,0,0.006,0.006,0,0.006,0,0.006,0,0,0.006,0,0,0,0,0.062,0,0,0,0.002,0.004,0.006,0,0,0,0,0.006,0,0,0,kýzgýn
0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.002,0,0,0.006,0.006,0.179,0.006,0,0.006,0,0,0.006,0,0,0,0,0.004,0,0,0,0.002,0.004,0.006,0,0,0,0,0.006,0,0,0,kýzgýn
0,0,0,0,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0.003,0.003,0,0.003,0,0.003,0,0,0.003,0,0,0,0,0.002,0,0,0,0.001,0.002,0.003,0,0,0,0,0.003,0,0,0,kýzgýn
