0.04,0.04,0.04,0,0,0,0.04,0,0,0,0,0.004,0.04,0.004,0,0.008,0.004,0.004,0,0,0.001,0.001,0.001,0.098,0.522,0.001,0.005,kizgin
0.01,0.01,0.01,0,0,0,0.01,0,0,0,0,0.001,0.01,0.001,0,0.002,0.001,0,0,0,0,0,0.002,0,0,0.092,0.001,kizgin
0.01,0.01,0.01,0,0,0,0.01,0,0,0,0,0.001,0.01,0.001,0,0.002,0.001,0,0,0,0,0,0.002,0,0,0.092,0.001,kizgin
0.01,0.01,0.01,0,0,0,0.01,0,0,0,0,0.001,0.01,0.001,0,0.002,0.001,0,0,0,0,0,0.003,0.001,0,0,0.002,kizgin
0.02,0.02,0.02,0,0,0,0.02,0,0,0,0,0.002,0.02,0.002,0,0.004,0.002,0,0,0.002,0,0.013,0,0.023,0.102,0.133,0.002,kizgin
0.02,0.02,0.02,0,0,0,0.02,0,0,0,0,0.002,0.02,0.002,0,0.004,0.002,0,0,0,0,0,0,0,0.127,0,0.001,kizgin
0.02,0.02,0.02,0,0.005,0,0.02,0,0,0,0,0.002,0.02,0.002,0,0.004,0.907,0.6,0,0,0,0,0.004,0,0,0,0.004,kizgin
0.02,0.02,0.02,0,0.005,0,0.02,0,0,0,0,0.002,0.02,0.002,0,0.004,0.907,0.6,0,0,0,0,0.004,0,0,0,0.004,kizgin
0.02,0.02,0.02,0,0.602,0,0.02,0,0,0,0,0.002,0.02,0.002,0,0.004,0.002,0,0,0,0,0,0,0,0.102,0,0.004,kizgin
0.03,0.03,0.03,0,0.602,0,0.03,0.67,0,0,0,0.003,0.03,0.003,0,0.006,0.003,0,0,0,0,0,0,0,0,0,0.007,kizgin
0.02,0.02,0.02,0,0,0,0.02,0,0,0,0,0.002,0.02,0.002,0,0.004,0.002,0,0,0,0,0,0.09,0,0.102,0,0.001,kizgin
0.01,0.01,0.01,0,0.365,0,0.01,0,0,0,0,0.001,0.01,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0.001,0.001,kizgin
0.03,0.03,0.03,0,0,0,0.03,0,0,0,0,0.003,0.03,0.003,0,0.006,0.003,0,0,0,0,0.035,0.093,0.001,0,0,0.002,kizgin
0.04,0.04,0.04,0,0,0,0.04,0,0,0,0.333,0.004,0.04,0.004,0,0.008,0.004,0.004,0,0,0,0.001,0.002,0.098,0.44999999999999996,0.002,0.005,kizgin
0.01,0.01,0.01,0,0,0,0.01,0.264,0,0,0,0.001,0.01,0.001,0.001,0.002,0.001,0.002,0,0,0,0,0.001,0.001,0,0,0.001,kizgin
0.01,0.01,0.01,0,0,0,0.01,0,0,0,0,0.001,0.01,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0.102,0,0.001,kizgin
0.03,0.03,0.03,0,0,0,0.03,0,0,0,0,0.003,0.03,0.003,0,0.006,0.003,0.004,0,0,0,0.001,0.001,0.098,0.449,0.001,0.004,kizgin
0.05,0.05,0.05,0,1.204,0,0.05,0.67,0,0,0,0.005,0.05,0.005,0,0.01,0.005,0,0,0.002,0,0.013,0,0.023,0,0.133,0.011,kizgin
0.03,0.03,0.03,0,0,0,0.03,0,0,0,0,0.003,0.03,0.003,0,0.006,0.003,0.004,0,0,0,0.001,0.001,0.098,0.44899999999999995,0.001,0.004,kizgin
0.02,0.02,0.02,0,0,0,0.02,0,0,0,0,0.002,0.02,0.002,0,0.074,0.023,0,0,0,0,0,0.001,0,0.057,0,0.003,kizgin
0.01,0.01,0.01,0,0.602,0,0.01,0,0,0,0,0.001,0.01,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0,0,0.003,kizgin
0.02,0.02,0.02,0,0.602,0,0.02,0,0,0,0,0.002,0.02,0.002,0,0.004,0.002,0,0,0,0,0,0,0,0.102,0,0.004,kizgin
0.02,0.02,0.02,0,0.602,0,0.02,0.396,0,0,0,0.002,0.02,0.002,0,0.004,0.002,0,0,0,0,0,0,0,0,0,0.005,kizgin
0.03,0.03,0.03,0,0,0,0.03,0,0,0,0,0.003,0.03,0.003,0,0.076,0.024,0,0,0,0,0,0.091,0,0.057,0,0.003,kizgin
0.01,0.01,0.01,0,0,0,0.01,0,0,0,0,0.001,0.01,0.001,0,0.002,0.001,0,0,0,0,0,0.003,0.001,0,0,0.002,kizgin
0.02,0.02,0.02,0,0.602,0,0.02,0,0,0,0,0.002,0.02,0.002,0,0.004,0.002,0,0,0,0,0,0.169,0,0.001,0,0.004,kizgin
0.05,0.05,0.05,0,0,0,0.05,0,0,0,0,0.005,0.05,0.005,0,0.07999999999999999,0.035,0.885,0,0,0,0,0.004,0.001,0,0,0.007,kizgin
0.02,0.02,0.02,0,0,0,0.02,0,0,0,0,0.002,0.02,0.002,0,0.074,0.026,0.295,0,0,0,0,0.001,0,0,0,0.003,kizgin
0.02,0.02,0.02,0,0,0,0.02,0,0,0,0,0.002,0.02,0.002,0,0.004,0.002,0,0,0,0,0.035,0.002,0,0,0.092,0.001,kizgin
0.01,0.01,0.01,0,0,0,0.01,0,0,0,0,0.001,0.01,0.001,0,0.002,0.001,0,0,0,0,0,0.003,0.001,0,0,0.002,kizgin
0.01,0.01,0.01,0,0.005,0,0.01,0,0,0,0,0.001,0.01,0.001,0,0.002,0.906,0,0,0,0,0,0.004,0,0,0,0.002,kizgin
0.01,0.01,0.01,0,0,0,0.01,0,0,0,0,0.001,0.01,0.001,0,0.002,0.001,0,0,0,0,0,0.001,0,0,0,0.001,kizgin
0.03,0.03,0.03,0,0,0,0.03,0,0,0,0,0.003,0.03,0.003,0,0.006,0.006,0.295,0,0,0,0,0.147,0.001,0,0,0.004,kizgin
0.02,0.02,0.02,0,0,0,0.02,0.307,0,0,0,0.002,0.02,0.002,0.001,0.004,0.002,0.002,0,0,0,0,0.001,0.001,0,0,0.001,kizgin
0.03,0.03,0.03,0,0.005,0,0.03,0,0,0,0,0.003,0.03,0.003,0,0.006,0.908,0,0,0.043,0,0,0.005,0,0.005,0,0.005,kizgin
0.01,0.01,0.01,0,0.005,0,0.01,0,0,0,0,0.001,0.01,0.001,0,0.002,0.906,0,0,0,0,0,0.004,0,0,0,0.002,kizgin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kizgin
0.01,0.01,0.01,0,0,0,0.01,0,0,0,0,0.001,0.01,0.001,0,0.002,0.001,0,0,0,0,0,0.001,0,0,0,0.001,kizgin
0.03,0.03,0.03,0,0.005,0,0.03,0,0,0,0,0.003,0.03,0.003,0,0.006,0.908,0,0,0,0,0,0.29000000000000004,0,0.001,0,0.004,kizgin
0.01,0.01,0.01,0,0,0,0.01,0,0,0,0,0.001,0.01,0.001,0,0.002,0.001,0,0,0,0,0,0.002,0,0,0.092,0.001,kizgin
0.01,0.01,0.01,0,0,0,0.01,0,0,0,0,0.001,0.01,0.001,0,0.002,0.001,0,0,0,0,0,0,0,0.057,0,0.001,kizgin
0.02,0.02,0.02,0,0,0,0.02,0,0,0,0,0.002,0.02,0.002,0,0.004,0.002,0.004,0,0,0,0.001,0.003,0.098,0.3,0.093,0.003,kizgin
0.02,0.02,0.02,0,0,0,0.02,0,0,0,0,0.002,0.02,0.002,0,0.696,0.002,0.001,0,0,0,0,0.002,0,0,0.092,0.001,kizgin
0.01,0.01,0.01,0,0,0,0.01,0,0,0,0,0.001,0.01,0.001,0,0.002,0.001,0,0,0,0,0,0.003,0.001,0,0,0.002,kizgin
0.02,0.02,0.02,0,0,0,0.02,0,0,0,0,0.002,0.02,0.002,0,0.074,0.026,0.295,0,0,0,0,0.001,0,0,0,0.003,kizgin
0.01,0.01,0.01,0,0,0,0.01,0.264,0,0,0,0.001,0.01,0.001,0.001,0.002,0.001,0.002,0,0,0,0,0.001,0.001,0,0,0.001,kizgin
0.02,0.02,0.02,0,0.602,0,0.02,0,0,0,0,0.002,0.02,0.002,0,0.004,0.002,0,0,0,0,0,0.169,0,0.001,0,0.004,kizgin
0.02,0.02,0.02,0,0.365,0,0.02,0,0,0,0,0.002,0.02,0.002,0,0.004,0.002,0.003,0,0,0,0,0,0,0,0.001,0.002,kizgin
0.01,0.01,0.01,0,0,0,0.01,0.264,0,0,0,0.001,0.01,0.001,0.001,0.002,0.001,0.002,0,0,0,0,0.001,0.001,0,0,0.001,kizgin
0.02,0.02,0.02,0,0,0,0.02,0,0,0,0,0.002,0.02,0.002,0,0.004,0.002,0,0,0.002,0,0.013,0.003,0.024,0,0.133,0.003,kizgin
0.02,0.02,0.02,0,0.005,0,0.02,0,0,0,0,0.002,0.02,0.002,0,0.004,0.907,0,0,0.001,0,0.299,0.004,0,0,0,0.004,kizgin
0.02,0.02,0.02,0,0.005,0,0.02,0.043,0,0,0,0.002,0.02,0.002,0,0.004,0.907,0,0,0,0,0,0.004,0,0,0,0.002,kizgin
0.02,0.02,0.02,0,0.607,0,0.02,0,0,0,0,0.002,0.02,0.002,0,0.004,0.907,0,0,0,0,0,0.004,0,0,0,0.005,kizgin
0.02,0.02,0.02,0,0,0,0.02,0,0,0,0,0.002,0.02,0.002,0,0.004,0.005,0.299,0,0,0,0.001,0.001,0.098,0.3,0.001,0.003,kizgin
0.01,0.01,0.01,0,0.005,0,0.01,0,0,0,0,0.001,0.01,0.001,0,0.002,0.906,0,0,0,0,0,0.004,0,0,0,0.002,kizgin
0.01,0.01,0.01,0,0,0,0.01,0,0,0,0,0.001,0.01,0.001,0,0.072,0.022,0,0,0,0,0,0.001,0,0,0,0.002,kizgin
