0.009000000000000001,0.015,0,0.048,0,0,0,0,0,0,0.02,0,0,0,0.072,0,0,0,0,0,ekonomi
0,0.037,0,0.083,0,0.011,0.066,0,0.002,0.094,0,0.03,0,0,0.044000000000000004,0.027,0.089,0,0,0.003,ekonomi
0.015,0,0.009,0.022,0,0.003,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,ekonomi
0.011,0.023,0,0.068,0.023,0.05,0,0,0,0,0.02,0,0,0,0.072,0,0,0,0.004,0,ekonomi
0.002,0.015,0,0.048,0,0,0,0,0,0,0.02,0,0,0,0.072,0,0,0,0,0,ekonomi
0,0.098,0,0,0,0.022,0.043,0,0.002,0,0,0,0,0,0,0,0.016,0,0,0.006,ekonomi
0.002,0.022,0,0.048,0,0.017,0,0,0,0,0.02,0.039,0,0,0.072,0,0.060000000000000005,0,0,0,ekonomi
0,0.027,0,0.01,0,0,0.012,0,0.011,0,0,0,0,0,0.013,0,0,0,0,0,ekonomi
0.031,0.007,0,0.007,0,0.009,0.07,0,0,0,0,0.053,0,0,0,0,0.14100000000000001,0,0,0,ekonomi
0,0.133,0,0,0.019,0,0.006,0,0,0,0.011,0,0,0,0.018,0,0.011,0,0.028999999999999998,0,ekonomi
0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,ekonomi
0,0.036,0,0,0,0.027,0.011,0,0.004,0,0.04,0.005,0,0,0.286,0,0,0,0.076,0,ekonomi
0,0.025,0,0.022,0,0.023,0.05399999999999999,0,0.016,0.023,0,0,0,0.019,0,0.015,0.016,0,0.005,0.003,ekonomi
0.015,0,0,0.022,0,0.003,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,ekonomi
0.001,0,0,0,0,0.019,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0,0.012,0,0.007,0,0,0.031,0,0,0.086,0,0.053,0,0,0.034,0,0.16,0,0,0,ekonomi
0.005,0.10400000000000001,0,0.007,0,0.049,0.034,0,0,0,0.049,0.005,0.01,0.004,0.142,0,0.008,0,0.028999999999999998,0,ekonomi
0,0.009,0,0,0,0,0,0,0,0.086,0,0,0,0,0.07300000000000001,0,0,0,0,0,ekonomi
0,0,0,0,0,0.034,0,0,0,0,0,0.078,0,0,0,0,0.02,0,0,0,ekonomi
0.014,0.028,0,0,0,0,0.012,0.001,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.001,0,0,0.035,0,0.092,0.011,0,0,0,0.086,0.005,0,0,0.106,0,0,0.01,0.004,0,ekonomi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0,0.026,0,0.057999999999999996,0.023,0.11800000000000001,0.10300000000000001,0,0.002,0,0,0.03,0,0,0.017,0,0.089,0,0.004,0.009000000000000001,ekonomi
0,0.026999999999999996,0,0,0,0.027,0.011,0,0,0.086,0.02,0.005,0,0,0.268,0,0,0,0.019,0,ekonomi
0,0.009,0,0.026,0,0.027,0.011,0,0,0,0,0.005,0,0,0.106,0,0,0,0,0,ekonomi
0.007,0.051000000000000004,0,0.026,0,0,0.012,0,0.004,0,0,0.03,0,0,0,0,0,0,0,0,ekonomi
0.003,0.03,0,0.014,0,0.011,0.097,0,0.002,0.02,0,0.08299999999999999,0,0,0,0,0.22999999999999998,0,0,0.003,ekonomi
0.015,0.004,0,0.022,0,0.015,0,0.020999999999999998,0,0,0.007,0,0,0,0.035,0.037,0,0,0.006,0.116,ekonomi
0,0.03,0,0.014,0.023,0.018,0.097,0,0.002,0,0,0.08299999999999999,0,0,0,0,0.256,0,0,0.003,ekonomi
0.015,0.008,0,0.022,0,0.012,0.039,0,0,0.002,0.007,0,0,0,0,0,0,0,0,0,ekonomi
0,0.078,0,0,0,0,0,0,0,0.086,0,0,0,0,0.034,0,0,0,0,0,ekonomi
0.007,0.133,0,0,0.019,0,0.006,0,0.004,0,0.011,0,0,0,0,0,0.011,0,0.016,0,ekonomi
0,0.01,0,0.038,0.023,0.057,0.071,0.012,0.014,0.02,0,0.03,0,0.019,0.017,0,0.073,0,0.005,0.12200000000000001,ekonomi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.007,0.019,0,0.064,0.023,0.084,0.071,0,0,0,0,0.034999999999999996,0.002,0,0.123,0,0.073,0,0,0.006,ekonomi
0.011,0.033,0,0.014,0.009,0.008,0.064,0.012,0,0,0,0.06,0,0,0,0,0.146,0,0,0.031,ekonomi
0.004,0.017,0,0,0,0.027,0.011,0,0,0.088,0,0.005,0.002,0,0.14,0,0,0,0,0,ekonomi
0.004,0,0,0,0,0.027,0.011,0,0,0,0,0.005,0.002,0,0.106,0,0,0,0,0,ekonomi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0,0.019,0,0.007,0,0.018,0.074,0,0.002,0,0,0.053,0,0,0,0,0.183,0,0,0.003,ekonomi
0,0.018000000000000002,0,0.038,0.046,0.064,0.09899999999999999,0,0,0,0,0.03,0,0,0.017,0,0.073,0,0,0.006,ekonomi
0.015,0.024,0,0.022,0,0.040999999999999995,0.05399999999999999,0,0.002,0.007,0.007,0.005,0,0,0.106,0.001,0.016,0,0,0.003,ekonomi
0,0.11800000000000001,0,0,0.019,0,0.006,0,0,0,0.011,0,0,0,0.018,0,0.011,0,0.028999999999999998,0,ekonomi
0.017,0.018,0,0.097,0,0.003,0.031,0,0,0,0.027,0.053,0,0,0.072,0,0.15700000000000003,0,0,0,ekonomi
0,0.007,0,0.031,0.023,0.057,0.037,0,0,0,0,0,0,0,0.056,0,0,0,0,0.006,ekonomi
0,0.085,0,0.02,0,0.061,0.043,0,0.002,0,0,0,0,0,0,0,0.016,0,0.004,0.003,ekonomi
0,0.001,0,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0,0.012,0,0.007,0,0.017,0.043,0,0,0,0,0.139,0,0,0,0,0.15100000000000002,0,0,0,ekonomi
0,0.02,0,0.031,0.023,0.084,0.048,0,0,0,0,0.005,0,0,0.123,0,0,0,0,0.006,ekonomi
0,0,0,0.007,0,0,0.023,0,0,0,0,0,0.01,0,0,0,0,0,0,0,ekonomi
0.004,0.015,0,0.094,0,0.05,0,0.009,0,0,0.18,0,0,0,0.147,0.037,0,0,0.004,0,ekonomi
0,0,0,0,0,0.017,0,0,0,0,0,0.039,0,0,0,0,0.01,0,0,0,ekonomi
0,0,0,0,0,0.017,0,0,0,0,0,0.039,0,0,0,0,0.01,0,0,0,ekonomi
0,0.009,0,0,0,0,0,0,0,0.086,0,0,0,0,0.034,0,0,0,0,0,ekonomi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,ekonomi
0.031,0.007,0,0.007,0,0.009,0.07,0,0,0,0,0.053,0,0,0,0,0.14100000000000001,0,0,0,ekonomi
0,0,0,0,0.017,0,0,0.005,0,0,0.02,0,0,0,0.036,0,0,0,0,0,ekonomi
0,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0,0,0,0.027,0,0.094,0.034,0,0,0,0.02,0.044,0.01,0,0.142,0,0.01,0,0.004,0,ekonomi
0.01,0.024,0,0.048,0,0.015,0,0,0,0.086,0.02,0,0,0,0.106,0.015,0,0,0,0.012,ekonomi
0.031,0.014,0,0.038,0.023,0.066,0.144,0,0,0,0,0.053,0,0,0.017,0,0.14100000000000001,0,0,0.006,ekonomi
0,0.003,0,0.007,0,0,0.031,0,0,0,0,0.053,0,0,0,0,0.14100000000000001,0,0,0,ekonomi
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,ekonomi
0.009000000000000001,0.008,0,0.107,0.023,0.101,0.048,0,0,0.012,0,0.005,0,0.006,0.123,0.015,0,0,0,0.006,ekonomi
0.004,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.024,0,0,0,0,0,ekonomi
0,0,0,0,0,0,0,0.022,0.005,0,0,0,0,0,0,0.015,0,0,0,0,ekonomi
0,0,0,0,0.017,0,0,0.005,0,0,0.02,0,0,0,0.036,0,0,0,0,0,ekonomi
0,0.026999999999999996,0,0.076,0,0.083,0.011,0,0,0,0,0.083,0,0,0.106,0,0.02,0,0,0.006,ekonomi
0,0.007,0,0.031,0.023,0.057,0.037,0,0,0,0,0,0,0,0.017,0.015,0,0,0,0.006,ekonomi
0,0,0,0.03,0,0.077,0.011,0,0,0,0,0.005,0,0,0.119,0,0,0,0.004,0,ekonomi
0.022,0.14900000000000002,0,0.022,0.019,0.013999999999999999,0.048999999999999995,0,0.022000000000000002,0,0.018,0,0,0,0,0,0.027,0,0.016,0.003,ekonomi
0.001,0.022,0,0,0,0,0,0,0,0.086,0.118,0,0,0,0.034,0,0,0,0,0,ekonomi
0.001,0.009,0,0,0,0.027,0.011,0,0,0.086,0.054,0.005,0,0,0.14,0,0,0,0,0,ekonomi
0,0.016,0,0.01,0.035,0.004,0,0,0,0.007,0,0.062,0,0,0,0.001,0,0,0,0,ekonomi
0.019,0.037000000000000005,0.001,0,0,0.022000000000000002,0,0,0.002,0,0.029,0.039,0,0,0.023,0,0.018000000000000002,0,0.007,0.005,ekonomi
0,0.033999999999999996,0,0.031,0.023,0.057,0.049,0,0,0,0,0.03,0,0,0.035,0,0,0,0.013,0.006,ekonomi
0.005,0.018,0,0.052,0.017,0.044,0.011,0,0,0,0,0.005,0,0,0.106,0,0,0,0,0,ekonomi
0.006,0.028,0.001,0.055,0,0,0,0,0,0.086,0.02,0,0.002,0,0.129,0,0,0,0,0.005,ekonomi
0,0.001,0,0.083,0,0,0.023,0,0,0,0,0,0.03,0,0,0,0,0,0,0,ekonomi
0.002,0.045,0,0.074,0.016,0,0.012,0,0,0,0.02,0.03,0,0,0.072,0.015,0,0,0,0,ekonomi
0,0.023,0,0.051000000000000004,0.023,0.125,0.10899999999999999,0,0.002,0,0,0,0,0,0.017,0,0.016,0,0.004,0.009000000000000001,ekonomi
0.002,0.015,0,0.048,0,0,0,0,0,0,0.04,0,0,0,0.10799999999999998,0,0,0,0,0,ekonomi
