0.016,0.001,0,0,0.01,0,0.001,0.097,0,0,0,0,ekonomi
0.066,0.043,0.001,0.019000000000000003,0.017,0.011,0.013,0.09000000000000001,0,0.005,0.018000000000000002,0,ekonomi
0.013000000000000001,0.027999999999999997,0,0.001,0.003,0.002,0.012,0.009,0.005,0,0,0.002,ekonomi
0.038000000000000006,0.012,0.006,0,0.069,0,0.006,0.156,0,0.001,0.001,0,ekonomi
0.016,0.001,0,0,0.03,0,0.001,0.097,0,0,0,0,ekonomi
0.062,0.062,0,0.017,0,0,0,0,0,0,0,0,ekonomi
0.016,0.026000000000000002,0.015,0.005,0.033,0,0.001,0.097,0,0,0.008,0,ekonomi
0,0.041,0,0,0.024,0,0.014,0.008,0,0,0.005,0,ekonomi
0.036000000000000004,0.027000000000000003,0.023,0.004,0.039,0,0,0.024,0.021,0.001,0.03,0,ekonomi
0.076,0.047,0,0.008,0.041,0,0.006,0.009000000000000001,0,0,0.008,0,ekonomi
0,0,0,0,0.02,0.011,0,0,0.004,0,0,0.005,ekonomi
0.027,0.08099999999999999,0,0.009,0.06499999999999999,0.004,0,0.185,0,0,0.035,0,ekonomi
0.020999999999999998,0.018000000000000002,0.002,0.042,0.02,0.01,0.006,0.002,0,0,0.009,0,ekonomi
0.01,0.026,0,0,0.001,0.002,0.007,0,0.005,0,0,0,ekonomi
0,0,0.013,0,0.007,0,0,0,0,0,0,0,ekonomi
0.05399999999999999,0.031000000000000003,0.011,0.004,0.013,0,0.009,0.078,0,0.008,0.036000000000000004,0,ekonomi
0.07500000000000001,0.071,0.015,0.016,0.024,0.007,0,0.153,0.014,0,0.012,0,ekonomi
0.019,0.015,0.001,0,0.001,0,0.009,0.054,0,0.004,0.035,0,ekonomi
0,0.042,0.012,0.01,0.046,0,0,0,0,0,0.016,0,ekonomi
0.002,0.024,0,0,0.038000000000000006,0,0.001,0.012,0,0,0,0,ekonomi
0.028,0.037,0.004,0.009,0.026,0,0,0.181,0,0.001,0.020999999999999998,0,ekonomi
0,0,0.001,0,0,0,0.005,0,0,0,0,0,ekonomi
0.08800000000000001,0.063,0.008,0.029000000000000005,0.047,0.003,0,0.027,0,0.002,0.012,0,ekonomi
0.022,0.064,0,0.009,0.026,0.002,0.009,0.185,0,0.004,0.047,0,ekonomi
0.01,0.043,0,0.009999999999999998,0.008,0,0,0.089,0.007,0.004,0.012,0,ekonomi
0.044,0.024,0.006,0.009000000000000001,0.005,0.003,0.001,0.04700000000000001,0.001,0.007,0,0.018,ekonomi
0.07700000000000001,0.06000000000000001,0.007,0.023000000000000007,0.024,0,0,0.044,0,0.002,0.041999999999999996,0,ekonomi
0.015,0.045,0.012,0,0.001,0.002,0.007,0.01,0.005,0,0.009,0,ekonomi
0.084,0.069,0.007,0.023000000000000007,0.026,0.005,0,0.11,0.002,0.004,0.043,0.007,ekonomi
0.012,0.033,0.013,0,0.008,0.011,0.007,0.002,0.005,0,0,0,ekonomi
0.049999999999999996,0.03,0,0,0,0,0.011,0.054,0,0.004,0.006,0.011,ekonomi
0.093,0.036,0.002,0.011000000000000001,0.012,0.003,0.007,0.01,0,0.003,0.008,0.175,ekonomi
0.048,0.038000000000000006,0.004,0.036000000000000004,0.028999999999999998,0.013000000000000001,0,0.02,0,0.001,0.012,0,ekonomi
0.001,0.011,0,0,0,0,0,0,0,0,0,0,ekonomi
0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.059000000000000004,0.08400000000000002,0.007,0.020999999999999998,0.037000000000000005,0.003,0,0.109,0,0.005,0.024,0,ekonomi
0.042,0.062,0.006,0.005,0.034,0,0,0.048,0,0.002,0.024,0,ekonomi
0.019,0.036000000000000004,0.003,0.009,0.003,0.009,0.009,0.133,0,0.004,0.018000000000000002,0,ekonomi
0.011,0.026,0.003,0.009,0.003,0,0,0.077,0,0,0.012,0,ekonomi
0,0,0.001,0,0,0,0.005,0,0,0,0,0,ekonomi
0,0,0,0,0,0,0,0,0,0,0,0,ekonomi
0.062,0.05200000000000001,0.007,0.022000000000000006,0.013,0.005,0.001,0.024,0.003,0.003,0.03,0.007,ekonomi
0.049,0.043000000000000003,0.006,0.013000000000000001,0.031,0.003,0.005,0.072,0,0.013000000000000001,0.028,0.003,ekonomi
0.036,0.061,0,0.026000000000000002,0.004,0.002,0.007,0.077,0.005,0,0.012,0,ekonomi
0.06899999999999999,0.047,0,0.008,0.034,0,0.006,0.007,0,0,0.008,0,ekonomi
0.067,0.060000000000000005,0.006,0.004,0.024,0.002,0.008,0.121,0.005,0.001,0.055,0,ekonomi
0.027,0.029,0.003,0.01,0.019,0.003,0,0,0,0,0.029,0,ekonomi
0.082,0.05,0.004,0.017,0.018,0,0,0.007,0,0.001,0,0,ekonomi
0.026,0.006,0,0.001,0.007,0.002,0.004,0.014,0,0,0,0,ekonomi
